First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Andrew,Kline,Special Litigation Counsel,14,Obama;Bush II;Clinton
Cecilia,Gardner,Senior Counsel,14,Clinton;Bush I;Reagan
William,Carter,"Assistant United States Attorney (CDCA), Chief, Environmental Crimes Section",14,Bush II;Clinton;Bush I
Norman,Moscowitz,"Senior Litigation Counsel, Southern District of Florida",14,"Bush I, Reagan, Carter"
Sherri Evans,Harris,Executive Assistant United States Attorney for Management,14,"Bush II, Clinton, Bush I, Reagan"
Alexandra,Leake,Assistant United States Attorney,14,"Clinton, Bush I, Reagan"
Daniel,Bach ,Assistant United States Attorney,14,"Clinton, Bush I, Reagan"
Andrew,Frey,Deputy Solicitor General,14,"Reagan, Carter, Ford, Nixon"
Stacey,Sullivan,Assistant United States Attorney,14,"Trump, Obama, Bush II"
Alberto,Arevalo,"Deputy Section Chief, Southern District of California",14,"Bush II, Clinton, Bush I"
Mary Jude,Darrow,AUSA,14,"Bush II, Clinton, Bush I"
David,Bullock,"Senior Counsel and Unit Director, Environmental Crimes Section, U.S. Department of Justice; Assistant U.S. Attorney for the District of Columbia",13,"Bush I, Reagan, Ford, Nixon"
David,Vicinanzo,Acting U.S. Attorney,13,Clinton;Bush I;Reagan
Robert,Weaver,"Criminal Div Chief, Oregon US Attorneys Office",13,Reagan;Carter;Ford
Jennifer,Rodgers,Assistant United States Attorney SDNY (various supervisor roles),13,Obama;Bush II;Clinton
Chris,Todd,"Chief, White House. National Security Council Team, Iran/Contra Independent Counsel",13,Reagan;Carter;Ford
Karen,Wehner,"Trial Attorney, Tax Division",13,Bush II;Clinton;Bush I;Reagan
Paula,Ray,Assistant U.S. Attorney,13,Bush II;Clinton;Bush I
Joseph F.,Savage,Chief Public Corruption USAO DMA,13,Clinton;Bush I;Reagan
Kenneth,Geller,"Deputy Solicitor General; also served as Assistant Special Prosecutor, Watergate Special Prosecution Force",13,"Reagan, Carter, Ford, Nixon"
Anna,Gwinn,"Supervisor, Civil Division of EDKY",13,"Obama, Bush II"
Edna,Axelrod,"Chief of Appeals, District of New Jersey",13,"Clinton, Bush I, Reagan, Carter"
Karen,Shinskie ,Assistant United States Attorney ,13,"Obama, Bush II"
S. Michael,Levin,"Attorney-in-Charge, Southeast Organized Crime Strike Force",13,"Reagan, Carter, Ford, Nixon"
LeDora,Knight,Assistant U.S. Attorney  EDVA,13,"Bush II, Clinton"
Daniel,Schermer,Assistant United States Attorney,13,"Reagan, Carter, Ford, Nixon"
John,Sweeney,"Chief, Criminal Division, Northern District of Texas",13,"Reagan, Carter, Ford, Nixon"
Seth,Waxman,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
Sonia,Jaipaul ,Executive Assistant United States Attorney for the Eastern District of Pennsylvania ,13,"Clinton, Bush I, Reagan"
James,Cooper,"Deputy Chief, Criminal Division, USAO DC",13,"Bush II, Clinton"
Lawrence ,Benson,Assistant US Attorney ,13,"Clinton, Bush I"
Brenda,Carleton,Special Assistant to the Assistant Attorney General ,12.5,"Bush II, Clinton, Bush I"
Lynn,Panagakos,Trial Attorney,12.5,"Bush II, Clinton, Bush I"
Jeffrey,Eglash,"Assistant U.S. Attorney & Chief, Public Corruption & Government Fraud Section",12,Clinton;Bush I;Reagan
Dan,Dorsky,Assistant United States Attorney,12,"Bush II, Clinton"
Robert,Rose,"Chief, Criminal Division, SDCA AUSA",12,"Reagan, Carter, Ford, Nixon"
William,Sinnott,"Chief, New England Organized Crime Drug Enforcement Task Force",12,Bush II;Clinton;Bush I
Andrew,Cowan,Assistant United States Attorney,12,Bush II;Clinton
Michael,Bromwich,"Inspector General, Department of Justice",12,Clinton;Bush I;Reagan
Andrea Likwornik,Weiss,"Deputy Chief, Criminal Division, USAO SDNY",12,Bush II;Clinton;Bush I
Kerri,Martin Bartlett,"Chief Appellate Attorney, USAO SDNY",12,"Clinton, Bush I, Reagan"
Barry,Miller,"AUSA, ND IL, and Trial Attorney, CRT.",12,"Obama, Bush II, Clinton, Reagan, Carter"
David,Malagon,Federal Prosecutor,12,"Obama, Bush II, Clinton"
Mark,Larsen,Acting Chief of Appeals; Assistant U.S. Attorney,12,"Bush II, Clinton, Bush I"
Paul,Corradini,"Ass't US Attorney, D. Ariz; Spec Atty DOJ Crim Div, Org. Crime & Rack Section",12,"Reagan, Carter, Ford, Nixon"
Kathryn ,Oberly ,Assistant to the Solicitor General  ,12,"Bush I, Reagan, Carter, Ford"
Eric,Kaplan,"Senior Trial Attorney, Antitrust Division",12,"Reagan, Carter, Ford, Nixon"
Michael,Sklaire,AUSA,12,"Bush II, Clinton, Bush I"
Linda,Chapman,Assistant U.S. Attorney,12,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Anne,VanGraafeiland,"Assistant U.S. Attorney, WDNY",12,"Clinton, Bush I, Reagan"
David,Krakoff,Assistant U.S. Attorney Section Chief,12,"Reagan, Carter, Ford"
Jodi,Rafkin,Assistant U.S. Attorney,12,"Bush II, Clinton, Bush I"
William,Turner,Assistant U.S Attorney,12,"Bush I, Reagan, Carter, Ford"
David,Seide,Assistant U.S. Attorney,11.5,"Bush II, Clinton, Bush I"
Ignacia S.,Moreno,"Assistant Attorney General, Environment and Natural Resources Division, 2009-2013",11,Obama;Clinton
Bruce,Udolf,"Chief, Public Integrity/Corruption Section, USAO, Miami; Associate Independent Counsel, Whitewater Investigation",11,"Trump, Clinton, Bush I, Reagan"
Richard,Cutler,Assistant United States Attorney,11,Bush II;Clinton;Reagan
Leida,Schoggen,Assistant United States Attorney,11,Reagan;Carter
Robert,Semmer,"Chief, Criminal Division, US Attorneys Office, Northern District of Illinoy",11,"Carter, Ford, Nixon"
Howard,Feinstein,"Attorney, Civil Rights Division, Criminal Section",11,"Reagan, Carter, Ford"
Robert,Breakstone,Chief Criminal Division (SF),11,"Ford, Nixon, Johnson"
Benjamin,Vernia,Trial Attorney,11,"Bush II, Clinton"
Kathleen,Voelker,"Assistant United States Attorney, District of Columbia",11,"Bush I, Reagan, Carter"
Joseph,Burton,"Chief Assistant U.S. Attorney, San Jose  Office",11,"Reagan, Carter"
Diane F,Giacalone,"Supervisor, Special Prosecutions, EDNY",11,"Reagan, Carter"
Stephen,Jory,"United States Attorney, NDWV",11,"Reagan, Carter, Ford, Nixon"
Gilberto,de Jesus,Assistant US Attorney ,11,"Clinton, Bush I"
James ,Burns,US Attorney-ND Illinois ,11,"Clinton, Carter, Ford, Nixon"
G. David,Hackney,AUSA Eastern District of Virginia,11,"Bush II, Clinton"
Richard,Banks,Asst United States Attorney,11,"Clinton, Bush I, Reagan"
George,Tallichet,"AUSA, SDTX",11,"Clinton, Bush I"
Thomas,Shakeshaft,"AUSA, N.D. I’ll.",11,"Obama, Bush II"
Sarah ,McKee,"General Counsel, Interpol U.S. National Central Bureau ",11,"Clinton, Bush I, Reagan"
John,Bartels,"Deputy Asst AG, Criminal Div",11,"Ford, Nixon"
Scott,Mendeloff,Special Attorney to the Attorney General,11,"Clinton, Bush I, Reagan"
Diane,de Forest,"Trial Attorney, Criminal Division",11,"Clinton, Bush I, Reagan"
Alan,Strasser,AUSA (DC); Associate Ind. counsel,11,"Bush I, Reagan, Carter"
Richard F.,Green,"Trial Attorney, Public Integrity Section",11,"Reagan, Carter, Ford, Nixon"
Jeffrey,Lawrence,Assistant U.S. Attorney,10.5,Clinton;Bush I;Reagan
Ann Marie,Tracey,Assistant U.S. Attorney,10,"Reagan, Carter"
Jane,Moscowitz,"Senior Litigation Counsel, Southern District of Florida",10,Reagan;Carter
Keith,Blair,Senior Trial Attorney,10,"Bush II, Clinton"
Jud,Starr,"Chief, Environmental Crimes Section",10,Bush I;Reagan;Carter
Nancy,Luque,Deputy Chief Grand Jury Section USAO/DC,10,Bush I;Reagan;Carter
Jerry,Coughlan,Assistant US Attorney,10,Reagan;Carter;Ford;Nixon
Annmarie,Levins,"Chief, Financial Crimes",10,Clinton;Bush I;Reagan
Heidi,Wendel,"Chief, Civil Frauds Unit",10,Obama;Bush II;Clinton
Ramona,Albin,Assistant United States Attorney for Northern District of Alabama,10,Obama;Bush II
Cono,Namorato,"Deputy Assistant Attorney General, Tax Division",10,"Bush I, Reagan, Carter"
Janet,Goldstein,Assistant US Attorney,10,Reagan;Carter
Laurie,Brecher,"Southern District of New York, Former Chief of General Crimes Unit, and Sr. Trial Counsel, Securities Fraud Task Force",10,Clinton;Bush I;Reagan
Donald,Ayer,Deputy Attorney General,10,Bush I;Reagan
Kalyn,Free,Senior Counsel,10,Clinton;Bush I;Reagan
Mark,Matthews,Deputy Assistant Attorney General,10,"Clinton, Bush I, Reagan"
Ronald,DePetris,"Chief Assistant U.S. Attorney, EDNY",10,"Reagan, Carter, Ford, Nixon"
Susan,Roy,Immigration Judge,10,"Obama, Bush II, Clinton"
Beverly,Hadley,Attorney Advisor,10,"Bush II, Clinton, Bush I"
Arun,Rao,"Chief, Southern Division, U.S. Attorney's Office for the District of Maryland",10,"Trump, Obama, Bush II"
Ed,Chung,Senior Counsel,10,"Obama, Bush II"
Josh,Van de Wetering,AUSA,10,"Bush II, Clinton"
David,Haas,Assistant U.S. Attorney,10,"Obama, Bush II"
Todd,Mikolop,Trial Attorney,10,"Obama, Bush II"
Jane,Levine,Assistant United States Attorney,10,"Bush II, Clinton"
Sanford,Cohen,"Chief, Civil Rights, Eastern District of New York",10,"Bush II, Clinton"
William,Craco,"Deputy Chief, Criminal Division, USAO, Southern District of New York",10,"Bush II, Clinton"
Leslie,Bellas,Trial Attorney,10,"Bush II, Clinton"
Lauren,Resnick,Assistant US Attorney EDNY  - Chief of Computer Crimes & IP Section ,10,"Bush II, Clinton"
Daniel,Goldman ,"Deputy Chief, Organized Crime Unit",10,"Trump, Obama, Bush II"
Frank,Tuerkheimer,U.S. Attorney; Associate Watergate Pros .,10,"Reagan, Carter, Ford, Nixon, Johnson"
Alex,Whiting,"Assistant U.S. Attorney D.Mass, Trial Attorney Criminal Section Civil Rights Division",10,"Bush II, Clinton, Bush I"
Joseph,Salus,Supervisory Attorney Criminal Section Tax Division,10,"Reagan, Carter, Ford, Nixon, Johnson"
Cynthia,Campbell,Assistant U.S. Attorney WD Missouri,10,"Reagan, Carter"
Mary Ellen,Kris,"Chief, Environmental Protection Unit, S.D.N.Y.",10,"Reagan, Carter"
Samuel,Buell,Assistant United States Attorney,10,"Bush II, Clinton"
Ira,Oring,Assistant United States Attorney,9.5,Clinton;Bush I
Jerry,Goren,Assistant United States Attorney,9,Reagan;Carter
Bennett,Capers,Assistant U.S. Attorney,9,"Bush II, Clinton"
Leon,Rodriguez,Deputy Assistant Attorney General,9,"Obama, Bush II, Clinton"
Clare,Tayback,Assistant U.S. Attorney,9,Clinton;Bush I
Norma,Ortiz,"Trial Attorney, Office of the U.S. Trustee",9,"Clinton, Bush I, Reagan"
James,Aquilina,"Assistant United States Attorney, USAO-CDCA",9,Trump;Bush II;Clinton
Renato,Mariotti,"Former Assistant United States Attorney, Northern District of Illinois",9,"Obama, Bush II"
Marc,Garber,Assistant U.S. Attorney,9,Bush II;Clinton;Bush I
Adria,De Landri,Assistant US Attorney,9,Clinton;Bush I
Peter,Katz,Assistant US Attorney,9,Obama;Bush II
John,"Martin, Sr.","United States Attorney, Southern District of New York",9,"Reagan, Carter, Johnson, Kennedy"
Peter,Toren,Trial Attorney - ,9,"Clinton, Bush I"
Arianna,Berg,Assistant United States Attorney,9,"Obama, Bush II"
Iryna,Kwasny,Trial Counsel,9,"Bush I, Reagan"
Peter,Duic,Assistant U.S. Attorney ,9,"Bush II, Clinton"
Roger ,Frydrychowski ,Assistant United States Attorney EDVA,9,"Clinton, Bush I, Reagan"
Charles,Work,"Deputy Administrator, Law Enforcement Assistance Administration ",9,"Ford, Nixon, Johnson"
Pamela,Berry,Special Assistant to the Assistant Attorney General Tax Division,9,"Clinton, Bush I"
Mark,Hellerer,"Chief, Major Crimes Unit SDNY",9,"Bush I, Reagan"
Reese,Harrison,Chief of Criminal Section U.S. Attorney Office,9,"Nixon, Johnson"
Duane,Lyons,"Assistant US Attorney,  Chief, Criminal Complaints",9,"Bush II, Clinton, Bush I"
Jean,Hobler,Senior Litigation Counsel,8.5,"Obama, Bush II"
Susan,Koeppen,"Director, Cybersecurity Policy",8,Obama;Clinton;Bush I
Eric,Nagle,Trial Attorney,8,Clinton;Bush I;Reagan
Steven,Kowal,"Trial Attorney, Antitrust Division",8,"Reagan, Carter, Ford, Nixon"
Stephen,Ramsey,Chief Environmental Enforcement Section,8,Reagan;Carter
Linda,Eads,Senior Trial Attorney,8,Reagan;Carter
Carol,Green,"Assistant Section Chief, Environmental Enforcement Section, Land and Natural Resources Section",8,"Reagan, Carter"
Elie,Honig,Assistant U.S. Attorney,8,Obama;Bush II
Mary McGowan,Davis,"Chief, Appeals Division, EDNY",8,Reagan;Carter
Bruce,Singal,Assistant U.S. Attorney,8,"Reagan, Carter"
Robert,Thomas,Assistant U.S. Attorney,8,Clinton;Bush I
Walter P.,Loughlin,"Assistant United States Attorney, and Chief Appellate Attorney, Southern District of New York, Associate Independent Counsel, Iran-Contra and Michael Deaver Prosecutions",8,"Bush I, Reagan, Carter"
Edward,Miller,Senior Trial Attorney,8,"Clinton, Bush I"
John,Ransom,Assistant U.S. Attorney; (Awarded Special Commendation),8,Ford;Nixon
Linda,Severin,Deputy Chief Appeals,8,Bush I;Reagan
Joshua,Goldberg,Assistant U.S. Attorney - SDNY,8,Obama;Bush II
David,Axelrod,Assistant U.S. Attorney,8,"Bush I, Reagan"
Larry,Patton,Sr. Trial Attorney,8,"Reagan, Carter, Ford"
Denis,Hauptly,"Deputy Section Chief, Criminal Division",8,Reagan;Carter;Ford;Nixon
Thomas,Seigel,"Chief, Organized Crime & Racketeering Section, Eastern District of New York",8,Bush II;Clinton
Thomas,Monaghan,US Attorney for Nebraska,8,Clinton
Ellen,Corcella,"Chief, General Crimes Unit, Eastern District of New York",8,Clinton
Michael,Cotter,United States Attorney District of Montana,8,Trump;Obama
Rory,Little,Associate Deputy Attorney General,8,Clinton;Bush I;Reagan
Pamela,Merchant,Senior Trial Attorney,8,Clinton;Bush I
Pamela,Stuart,Assistant United States Attorney,8,"Reagan, Carter"
Carolyn,Simpson,"Assistant United States Attorney Deputy Chief, Civil Division, S.D.N.Y.",8,Reagan
Jeffrey,Harris,Deputy Associate Atty Gen,8,"Bush I, Reagan, Carter, Ford, Nixon"
John,Kaley,"Assistant United States Attorney, SDNY",8,"Reagan, Carter"
Carl ,Stewart ,Asst US Attorney,8,"Ford, Nixon"
Ephraim,Savitt,"Assistant US Attorney, EDNY 1982-89",8,"Bush I, Reagan"
Gary,Black,Trial Attorney,8,"Reagan, Carter"
Betty,Richardson,"U.S. Attorney, District of Idaho",8,"Obama, Bush II, Clinton"
George,Mendelson,"Deputy Chief, Multinational Fraud Branch",8,"Reagan, Carter, Ford, Nixon"
Samuel ,Moulthrop ,"Chief, Criminal Division ",8,Reagan
Marc,Harris,"Deputy Chief, Public Corruption Section, CDCA",8,"Clinton, Bush I"
Jimmy,Gurule,Assistant Attorney General ,8,"Bush II, Bush I, Reagan"
Joel,Rosenthal,"Senior Litigation Counsel, SD FL;Chief Fraud and Public Corruption Section, SDFL ; AUSA, SDNY",8,"Reagan, Carter, Ford, Nixon"
Paul,Fitzpatrick,Assistant United States Attorney ,8,"Carter, Ford, Nixon"
Russell T.,"Baker, Jr.",US Attorney for Maryland (1978-1981),8,"Reagan, Carter, Nixon"
Peter,Casey,"OC Special Attorney, AUSA D of CT",8,"Carter, Ford, Nixon"
Robert,Wilson,Assistant United States Attorney,8,"Reagan, Carter"
Donald,Abrams,"Assistant United States Attorney, Washington, D..C.",8,"Carter, Ford, Nixon"
Mike,Fawer,"Chief, Special Prosecutions, S.D.N.Y., 1965-1968",8,"Johnson, Kennedy"
Lauren,Ouziel,Assistant U.S. Attorney,8,"Obama, Bush II"
Marianne,Espinosa,Assistant United States Attorney,8,"Reagan, Carter"
Thomas,Schneider,US Attorney ED WI,8,Clinton
Pamela,Naughton,Assistant United States Attorney,8,"Reagan, Carter"
Stephen L.,"Hill, Jr.","U.S. Attorney, W.D. Mo.",8,"Bush I, Clinton"
Jonathan,Rose,Assistant Attorney General -Office of Legal Policy,8,"Reagan, Carter, Ford, Nixon"
Ralph,Johnson,"Assistant Director, Torts Branch, Civil Division",8,"Bush I, Reagan, Carter"
David,Resnicoff,Assistant U.S. Attorney,8,"Bush II, Clinton"
Robert,Crouch,"US Attorney, Western District of Virginia",7.5,Clinton
Howard,Pearl,Assistant U.S. Attorney,7.5,Bush I;Reagan
Robert,Nolan,"Assistant United States Attorney, Middle District of Pennsylvania",7.5,"Reagan, Carter"
Mark,Kokanovich,Deputy Appellate Chief,7,Trump;Obama
Lawrence,Robbins,Assistant United States Attorney,7,Bush I;Reagan
Eric,Havian,Assistant U.S. Attorney,7,Clinton;Bush I
Stacey,Brodsky,"Chief Civil Division, SDNY, Chief Appellate attorney , Criminal Division SDNY",7,Bush I;Reagan
Larry,Silverman,"Chief, Criminal Division, Eastern District of New York",7,Carter;Ford;Nixon
Jeffrey,Klink,Assistant U.S. Attorney,7,"Clinton, Bush I"
James,Bruen ,"Chief of the Civil Division, U.S Attys Office, ND Cal",7,"Carter, Ford, Nixon"
Ben,Clements,Assistant U.S. Attorney,7,Clinton
Brendan,Johnson,United States Attorney for the District of South Dakota,7,Obama
Alex,Little,Assistant U.S. Attorney,7,"Obama, Bush II"
Patrick,Cotter,Assistant United states Attorney/Special Attorney Strike Force on Organized Crime,7,Bush I;Reagan
Nicole,Healy,Trial Attorney,7,"Clinton, Bush I"
Jonathan,Abernethy,"Assistant U.S. Attorney, Southern District of NY",7,Bush II
William,Weld,"Assistant U.S. Attorney General, Criminal Division, Washington, DC",7,Reagan
Donna,Triptow,Assistant U.S. Attorney,7,"Bush I, Reagan"
Daniel,Shallman,"Assistant U.S. Attorney, Public Corruption and Civil Rights Section",7,Bush II;Clinton
Jill,Wine-Banks,Assistant Watergate Special Prosecutor,7,Ford;Nixon
Peter,Kadzik,"Assistant Attorney General, Office of Legislative Affairs",7,Obama;Carter
Stephen,Pickard,"Assistant U.S. Attorney, Eastern District of Virginia",7,"Ford, Nixon"
Drew,Smith,Assistant U.S. Attorney,7,"Obama, Bush II"
James,Druker,"AUSA, Deputy Chief Criminal Div.,  EDNY",7,"Ford, Nixon"
Stephen,Anear,"Special Assistant United States Attorney, Southern District of California",7,"Bush II, Clinton"
Richard,Glovsky,"Chief, Civil Division",7,"Ford, Nixon"
Ivan,Abrams,Assistant US Attoney/OCDETF,7,"Bush I, Reagan"
Christine,McKenna,Assistant United States Attorney,7,"Reagan, Carter, Ford"
Stuart,Peim,Chief of Criminal Division DNJ,7,Reagan
William,Xanttopoulos,Assistant U.S. Attorney,7,"Clinton, Bush I, Reagan"
Sarah,Gold,Assistant United States Attorney,7,"Reagan, Carter"
Michael,Dettmer,US Attorney WDMi   1994-2001,7,Clinton
Jane,Cronin,"Trial Attorney, Atlanta Field Office, DOJ Antitrust Division",7,"Clinton, Bush I"
Philip,Michael,Deputy Chief Strike Force,7,"Nixon, Johnson"
Michael,Vatis,Associate Deputy Attorney General,7,"Clinton, Bush I"
Alan,Rubin,Assistant United States Attorney ,7,"Reagan, Carter"
Katherine ,King ,Deputy Chief - Violent Crime WDPA,7,"Trump, Obama"
David,Willingham,"Deputy Chief, Major Frauds Section",6.5,Bush II
Chiraag,Bains,"Senior Counsel to the Assistant Attorney General, Civil Rights Division",6.5,Obama
Lisa A.,Green,Assistant U.S. Attorney,6.5,Bush II;Clinton
Steven,Alm,United States Attorney District of Hawaii,6.5,Clinton
Brian,Legghio,Assistant United States Attorney -Detroit,6.5,Reagan
James M.,Kramon,"Assistant United States Attorney, District of Maryland",6.5,"Ford, Nixon"
David,Hickton,US Attorney WDPA ,6.4,Obama
Jack,Weiss,Assistant U.S. Attorney,6,Clinton
Bill,Nettles,Former United States Attorney District of South Carolina,6,Obama
Ronald,Hoevet,Assistant United States Attorney,6,"Reagan, Carter, Ford"
Robert,Fourr,Assistant U.S. Attorney,6,"Reagan, Carter"
Elizabeth,Langer,Trial Attorney,6,"Reagan, Carter, Ford"
Mushtaq,Gunja,Assistant United States Attorney,6,Obama
David,Mandel,Assistant United States Attorney (S.D. Fla.),6,Clinton;Bush I
Brian,Maas,Deputy Chief-Criminal Division-Eastern District of New York,6,Reagan
Geoffrey,Graber,Deputy Associate Attorney General,6,Obama
Jeff,Modisett,"Deputy Chief, Public Corruption & Government Fraud Section, Assistant U.S. Attorney",6,Reagan
Harry,Sandick,"Assistant U.S. Attorney, Southern District of New York",6,Bush II
Roland,Riopelle,Assistant United States Attorney,6,Clinton;Bush I
Douglas,Johnson,"Trial Attorney, Antitrust Division  ",6,Reagan
Elkan,Abramowitz,"Chief of the Criminal Division, SDNY",6,Carter;Ford;Nixon;Johnson
Lorin ,Reisner,"Chief of the Criminal Division, Southern District of New York",6,"Obama, Clinton, Bush I"
Joseph G. (Jerry),Block,"Chief, Environmental Crimes Section, ENRD",6,"Bush I, Reagan"
David,Hinden,"Assistant U.S. Attorney (Los Angeles and Newark, Chief of Criminal Appeals)",6,Ford;Nixon
Neil,Levy,Assistant United States Attorney,6,Carter;Ford;Nixon
Bradley,Harsch,Assistant U.S. Attorney,6,Obama;Bush II
Charles,Pereyra,"Assistant U.S. Attorney, Los Angeles",6,Carter;Ford
Douglas,Graham,Assistant U.S. Attorney,6,Carter;Ford;Nixon
Elliot,Williams,Deputy Assistant Attorney General,6,"Obama, Bush II"
Cynthia,Alksne,Assistant US Attorney,6,Clinton;Bush I
Raymond,Granger,Assistant United States Attorney,6,"Clinton, Bush I"
Roger,Bernstein,Assistant U.S. Attorney,6,Reagan
Patricia,Collins,"Assistant US Attorney, Central Dist. of Cal.",6,Reagan
Lauren,Kahn,Staff Attorney,6,Ford;Nixon
Edward,Ferguson,"Deputy Chief, Civil Division, Southern District of New York",6,Bush I;Reagan
Thomas,Knight,Organized Crime Strike Force Attorney - Chicago ,6,"Bush I, Reagan"
Leon,Kellner,United States Attorney for the Southern District of Florida,6,Reagan
Robert,Sims,Assistant United States Attorney,6,"Clinton, Bush I"
Robin,Linsenmayer,Assistant United States Attorney (SDNY),6,"Bush II, Clinton"
Steven,Solow,Chief,6,Clinton
Dan,Purdom,AUSA,6,"Reagan, Carter"
Lawrence ,Aldrich,"Senior Legal Counsel, Antitrust Division",6,"Reagan, Carter"
Marion,Bachrach,Chief of General Crimes,6,"Reagan, Carter"
Adam,Kamenstein,AUSA 2000-2006; Deputy Chief Public Corruption and Government Fraud Section 2003-2006; Central District of California,6,"Bush II, Clinton"
Rep. Kathleen M.,Rice,Assistant U.S. Attorney,6,"Bush II, Clinton"
Katya,Jestin,"Deputy Chief, OCRS EDNY",6,Bush II
Mark,Pomerantz,"Chief, Criminal Division, SDNY",6,"Clinton, Reagan, Carter"
Terry,Eaton,Assistant United States Attorney - District of Columbia,6,"Obama, Bush II"
Charles,Murdter,Trial Attorney,6,"Clinton, Bush I"
Loren,Hershey,"Special Assistant United States Attorney and Trial Attorney, Antitrust Division",6,"Reagan, Carter"
Nathaniel,Jones,Assistant U.S. Attorney for the Northern District of Ohio,6,"Johnson, Kennedy"
Kristan ,Peters-Hamlin,Assistant U.S. Attorney,6,"Clinton, Bush I"
Harriet,Leva,Assistant United States Attorney,6,"Bush I, Reagan"
Thomas,Hill,Assistant US Attorney,6,"Reagan, Carter"
Pamela,Larrabee,Trial Attorney,6,"Bush I, Reagan"
Charles,Oberly,United States Attorney for the District of Delaware,6,Obama
Peter,Bloch,AUSA -SDNY,6,"Reagan, Carter, Ford"
William,Aronwald,"Chief of Criminal Division, EDNY",6,"Carter, Ford, Nixon"
Stuart,Deming,Trial Attorney,6,"Bush I, Reagan, Carter"
Jane,Simkin Smith,Assistant US Attorney,6,"Reagan, Carter"
Robert,Radick,"Deputy Chief of Public Integrity Section and Chief of Health Care Fraud Prosecutions, U.S. Attorney’s Office for the Eastern District of New York",6,"Obama, Bush II"
James,Marcus ,Assistant U.S. Attorney,6,Nixon
Barak,Cohen,Trial Attorney,6,"Obama, Bush II"
Robert,Herbst,"Deputy Chief, Special Prosecutions Division, EDPa",6,"Carter, Ford"
Seth,Kirschenbaum,AUSA and Trial Attorney,6,"Reagan, Carter"
Laura,Bonander,Assistant United States Attorney,6,"Obama, Bush II"
Mark,Kalmansohn,"Assistant Division Chief, Criminal Division, Central District of California",6,"Reagan, Carter"
Steven,Shobat,AUSA,6,"Clinton, Bush I, Reagan"
Jon,Lindsey,"Assistant U.S. Attorney, SDNY",6,"Reagan, Carter"
Carla ,Diggs Smith ,Assistant United States Attorney ,6,Clinton
Jim,Brosnahan,Assistant U.S. Attorney,6,"Johnson, Kennedy"
John,Kelly,United States Attorney for the District of New Mexico,6,Clinton
Gerry,Elman,Trial Attorney,6,"Reagan, Carter, Ford"
David,Destler,Special Prosecutor,6,"Clinton, Bush I"
Bruce,Yannett,Assistant US Attorney & also Associate Independent Counsel for Iran Contra,5.25,"Bush I, Reagan"
Robert,Martinez,"Trial Attorney (Tax Div.), AUSA (EDMI)",5.5,"Reagan, Carter"
John,Libby,Assistant United States Attorney,5.5,Clinton;Bush I
John,Mathews II,Assistant United States Attorney,5.5,Obama
Martin,Perschetz,"Chief, Major Crimes Unit, SDNY",5.5,"Reagan, Carter"
Matthew,Umhofer,Assistant United States Attorney,5,Bush II
Richard,Kendall,Assistant United States Attorney,5,Reagan;Carter
Douglas,Schwartz,Assistant US Attorney,5,Reagan;Carter
Richard,Nelson,Assistant United States Attorney,5,Clinton
Daniel,Crumby,Assistant United States Attorney,5,Obama
Katherine,Culliton-Gonzalez,"Senior Attorney, Civil Rights Division",5,"Obama, Bush II"
John,Martin,Assistant U.S. Attorney,5,Bush II
Janna,Sidley,Assistant U.S. Attorney,5,Bush II;Clinton
Andres,Rivero,Assistant U.S. Attorney,5,"Clinton, Bush I"
Robert,Marder,Assistant U.S. Attorney-ND of Calif.,5,"Johnson, Kennedy"
Chad,Vignola,Assistant U.S. Attorney,5,Bush I;Reagan
Michael G.,Tracy,Assistant United States Attorney,5,Reagan
Barrie,Goldstein,Trial Attorney,5,Carter;Ford
Paul,Summit,Assistant United States Attorney,5,"Bush I, Reagan"
David M.,Brodsky,Assistant US Attorney; Associate Independent Counsel,5,Reagan;Nixon
Robert,Klonoff,Assistant United States Attorney and Assistant to the Solicitor General of the United States,5,Reagan
Philip Allen,Lacovara,Deputy Solicitor General (Criminal Matters) and Counsel to Watergate Special Prosecutor,5,Ford;Nixon;Johnson
Jacob,Buchdahl,"Assistant United States Attorney, SDNY",5,Bush II
Marshall,Camp,"Assistant United States Attorney, Southern District of New York",5,"Obama, Bush II"
David,Apfel,Assistant U.S. Attorney,5,Clinton
Noah,Bookbinder,Trial Attorney,5,Bush II;Clinton
Kimberly Reiley,Clement,"Assistant U.S. Attorney, Northern District of California",5,"Reagan, Carter"
William,Hibsher,"Assistant U.S. Attorney, SDNY",5,"Reagan, Carter"
James,Vaughns,Assistant U.S. Attorney,5,Clinton
Tim ,Purdon,United States Attorney for the District of North Dakota,5,Obama
Marc,Wolf,Assistant United States Attorney,5,Obama
Glenn,Katon,Trial Attorney GS-15,5,Bush II;Clinton
Abby,Meiselman,Assistant United States Attorney,5,"Clinton, Bush I"
Mark,Torres-Gil,Special Attorney,5,Reagan
Paul,Garcia,AUSA - Northern District of Illinois,5,Clinton
R. Christopher,Locke,"Trial Attorney, Criminal Division; Assistant U.S, Attorney, N.D. Cal.",5,Reagan
George William,Currier ,Assistant U.S. Attorney ,5,Reagan
Steven ,Semeraro,Special Assistant U.S. Attorney,5,Clinton
Michael,Whitlock,Trial Attorney,5,"Obama, Bush II"
