First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Lenore,Garon,Trial Attorney,7,"Reagan, Carter, Ford"
Katherine,Garrett,Deputy Assistant Attorney General/Chief of Staff,4,Clinton
Allan,Garten,"Chief, White Collar Crimes",20,"Obama, Bush II, Clinton"
Shimica,Gaskins,"Acting Deputy Assistant Attorney General, Office of Legal Policy ",5,Obama
Stuart,Gasner,Assistant United States Attorney,4,Bush I
Don,Gehring,Trial Attorney,4,"Carter, Ford, Nixon"
Kenneth S.,Geller,Deputy Solicitor General,13,"Reagan, Carter, Ford, Nixon"
Gerald,George,Senior Lawyer,25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Stuart,Gerson,Acting Attorney General; Assistant Attorney General,7,"Bush I, Nixon"
Elyssa,Getreu,Assistant United States Attorney,5,Bush II
Diane F,Giacalone,"Chief, Public Corruption Unit, EDNY",11,"Reagan, Carter"
Stuart,Gibson,"Senior Litigation Counsel, Tax Division",29,"Obama, Bush II, Clinton, Bush I, Reagan"
Barbara,Gillers,"Assistant U.S. Attorney, Southern District of New York",5,"Reagan, Carter"
Ernestine,Gilpin,"Associate Director, Office of International Affairs",17,"Bush II, Clinton, Bush I"
Precious ,Gittens ,Assistant United States Attorney ,5,Bush II
Grace,Glasgow,"Attorney Advisor, OIPR; Acting Unit Chief, FBI",5,"Obama, Bush II, Clinton"
Joshua,Goldberg,"Assistant United States Attorney, SDNY",8,"Obama, Bush II"
Lauren,Goldberg,"Assistant United States Attorney, Chief of Narcotics and Senior Trial Counsel",9,"Obama, Bush II, Clinton"
Daniel,Goldberg,"Chief of Staff, Office of Legislative Affairs",3,Obama
Joan,Goldfrank,"Deputy Attorney, Professional Responsibility Advisory Office",8,"Bush II, Clinton"
Anne,Goldstein,"Trial Attorney, Honors Program",3,Reagan
Katherine,Goldwasser,Assistant United States Attorney,4,"Reagan, Carter"
Robert,Goodman,Trial Attorney,2.5,Bush I
Robert ,Goodman ,"Deputy Chief, Criminal Division, District of New Jersey",6,"Reagan, Carter"
Catharine,Goodwin,Assistant United States Attorney,15,"Bush II, Clinton, Bush I, Reagan"
Richard,Gordin,"Assistant United States Attorney, DDC",5,"Reagan, Carter"
Denis,Gordon,"Deputy Section Chief, CRD",8,"Ford, Nixon, Johnson"
George I.,Gordon,"Chief Appellate Attorney, SDNY ",4,Kennedy
Jerry,Goren,"Assistant United States Attorney; Special Assistant to the Assistant Attorney General, Criminal Division",8,"Reagan, Carter"
Jon,Gould,Senior Policy Advisor ,1,Obama
Mary,Grad,Assistant United States Attorney,28,"Obama, Bush II, Clinton, Bush I, Reagan"
Douglas ,Graham,Assistant United States Attorney,7,"Ford, Nixon"
Raymond,Granger,Assistant United States Attorney,6,"Clinton, Bush I"
Gary,Gray,"Assistant Chief, Appellate Section, Tax Division ",15,"Clinton, Bush I, Reagan, Carter"
Susan,Gray,Assistant United States Attorney,28,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Peter ,Gray ,Trial Attorney ,26,"Obama, Bush II, Clinton, Bush I"
Lisa A. ,Green,Assistant United States Attorney ,6.5,"Bush II, Clinton"
Carol,Green,Assistant Section Chief,8,"Bush I, Reagan"
Richard F.,Green,"Trial Attorney, Criminal Division",11,"Reagan, Carter, Ford, Nixon"
Stanley,Greenberg,Assistant United States Attorney,3,Nixon
Michael,Greenberger,Principal Deputy Associate Attorney General,2,"Clinton, Nixon"
Barry,Grissom,United States Attorney ,6,Obama
Adam,Grogg,Trial Attorney,3.75,"Trump, Obama"
James,Gross,Trial Attorney,14,"Clinton, Bush I, Reagan"
Barry,Gross ,"Assistant United States Attorney, E.D. Pa. ",24,"Bush II, Clinton, Bush I, Reagan"
Robert,Grueneberg,Assistant United States Attorney,7,"Reagan, Carter"
Lloyd,Guerci,"Assistant Section Chief, Environmental Enforcement Section.",12,"Reagan, Carter, Ford, Nixon"
Nicole,Gueron,Assistant United States Attorney,8,"Bush II, Clinton"
Emily,Gunston,Deputy Chief,9,"Trump, Obama"
Vanita,Gupta,Head of the Civil Rights Division ,2.5,Obama
Jimmy,Gurule,Assistant Attorney General,8,"Bush I, Reagan"
Sally,Gustafson Garratt,Assistant United States Attorney,13,"Clinton, Bush I, Reagan"
Linda,Gustitus,Trial Attorney,2,Carter
Robert ,Guthrie,First Assistant United States Attorney ,33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
David,Haas,Assistant United States Attorney,10,"Obama, Bush II"
Steven,Haber,"Chief Appellate Attorney, Civil Division, SDNY",10,"Clinton, Bush I"
David,Hackney,Assistant United States Attorney,11,"Bush II, Clinton"
Laura,Hadman,Assistant United States Attorney,4,"Reagan, Carter"
Linda,Hagerty,"Trial Attorney, Civil Rights Div.",6,"Reagan, Carter"
Roger,Haines,"Chief, Appellate Section, S.D. California",29,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Hair,"Attorney, Civil Division, Appellate Section",5,"Nixon, Johnson"
Lorraine,Halloway,Trial Attorney,4,"Reagan, Carter"
Amy,Hamilton,Drug Abuse Program Coordinator,20,"Trump, Obama, Bush II, Clinton"
Robert,Hammel,Assistant United States Attorney (SDNY),4.5,"Bush I, Reagan"
Denise Cafaro,Hammond,Trial Attorney,3,"Reagan, Carter"
Kenneth V.,Handal,"Assistant United States Attorney, SDNY",5,"Reagan, Carter"
Melodee,Hanes,Acting Administrator of Office of Juvenile Justice and Delinquency Prevention,5,Obama
Jeffrey,Hansen,Assistant United States Attorney,8,"Trump, Obama"
John,Hanson,Trial Attorney,6,"Carter, Ford, Nixon"
Jeffrey,Harris,Deputy Associate Attorney General,7,"Reagan, Carter, Ford, Nixon"
Marc ,Harris ,Assistant United States Attorney,8,"Clinton, Bush I"
Reese,Harrison,"Chief of Criminal Section, Western District of Texas",9,"Nixon, Johnson"
Bradley,Harsch,Assistant United States Attorney,5,"Obama, Bush II"
Ann,Harwood,First Assistant United States Attorney,23,"Trump, Obama, Bush II, Clinton"
Eric,Havian,Assistant United States Attorney,7,"Clinton, Bush I, Reagan"
Miriam,Hayward ,Immigration Judge,21,"Trump, Obama, Bush II, Clinton"
Seth,Heald,Trial Section Chief,34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Nicole,Healy,Trial Attorney,7,"Clinton, Bush I"
Timothy,Heaphy,"Unites States Attorney, Western District of  Virginia",18,"Obama, Bush II, Clinton"
Brian,Heffernan,"Deputy Chief, Civil Rights Division ",34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Mark,Hellerer,"Chief, Major Crimes, SDNY",9,"Bush I, Reagan"
John,Hemann,"Deputy Chief, Criminal Division, NDCA",18.5,"Trump, Obama, Bush II, Clinton"
Mitchell,Hendy,Assistant United States Attorney,2,"Trump, Obama"
Canella,Henrichs,Assistant United States Attorney,29,"Bush II, Clinton, Bush I, Reagan, Carter"
Peter,Herbert,Assistant United States Attorney,4,"Clinton, Bush I"
Robert,Herbst,"Deputy Chief, Special Prosecutions Division",6,"Carter, Ford"
Steven,Herman,Assistant Section Chief,15,"Bush I, Reagan, Carter"
Mark,Hersh,Assistant United States Attorney,9,"Clinton, Bush I"
Deb,Herzog,"Chief, Ft.Lauderdale Branch , Southern District of Florida",18,"Bush II, Clinton, Bush I, Reagan"
Frederick,Hess,"Office Director, Criminal Division",43,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Judith,Hetherton,"Assistant United States Attorney, Deputy Chief, Appellate Division, Washington, DC; Associate Independent Counsel (Iran/Contra)",14,"Reagan, Carter, Ford, Nixon"
William,Hibsher,Assistant United States Attorney SDNY,5,"Reagan, Carter"
David,Hickton,"United States Attorney, WDPa",6.4,Obama
Thomas,Hill,Assistant United States Attorney,5,"Reagan, Carter"
Eve,Hill,Deputy Assistant Attorney General ,11,"Obama, Clinton"
Martin,Himeles,Assistant U.S.Attorney,5,"Bush I, Reagan"
David,Hinden,Assistant United States Attorney,6,"Ford, Nixon"
Robert,Hines,Trial Attorney/Honors Program,3,Reagan
Jean M,Hobler,"Senior Litigation Counsel, National Security Coordinator",9,"Obama, Bush II"
Joshua,Hochberg,Chief Fraud Section Criminal Division,19,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Sydney,Hoffmann,Assistant United States Attorney (DC),4,"Clinton, Bush I"
Gerard,Hogan,Special Litigation Counsel,30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Patricia Brown,Holmes,Assistant United States Attorney ,5,"Clinton, Bush I"
Dwight,Holton,"United States Attorney, District of Oregon",15,"Obama, Bush II, Clinton"
Charles,Honeyman,Immigration Judge,24,"Trump, Obama, Bush II, Clinton"
Elie,Honig,Assistant United States Attorney,8.5,"Obama, Bush II"
David,Hopkins,"Acting United States Attorney, ED VA",25,"Ford, Nixon, Johnson, Kennedy"
Gerald,Houlihan,"Chief Assistant United States Attorney, SD Fla and Senior Litigation Counsel",13,"Reagan, Carter, Ford, Nixon"
Virginia,Howard,Assistant United States Attorney,18,"Obama, Bush II, Clinton"
Jonathan,Howden,Regional Coordinator OCDETF,25,"Bush II, Clinton, Bush I, Reagan"
Amy,Howe,Assistant United States Attorney,16.5,"Obama, Bush II, Clinton"
Teresa,Howie,"Deputy Chief, Superior Court Division",26,"Obama, Bush II, Clinton, Bush I"
Max,Huffman,Trial Attorney,3,"Bush II, Clinton"
Carmina,Hughes,Supervisory Assistant United States Attorney - General Crimes Chief ,16,"Bush II, Clinton, Bush I, Reagan"
Sheila,Hughes,Management Analyst,23,"Clinton, Bush I, Reagan, Carter"
G. Scott,Hulsey,Associate Deputy Attorney General,12,"Obama, Bush II"
David,Hunter,Trial Attorney,25,"Clinton, Bush I, Reagan, Carter, Ford"
William,Ibershof,"Chief, Criminal Division Eastern District Michigan ",6,Nixon
Alex,Iftimie,Counselor to the Attorney General,7,"Trump, Obama"
Terry,Ihnat,Senior Analyst,28,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Philip,Inglima,Senior Associate Independent Counsel,2,Clinton
Eugene,Ingoglia,Assistant United States Attorney,9,"Obama, Bush II"
Charles,Intriago,Assistant United States Attorney,2.8,Ford
William,Irvin,Trial Attorney,4,Reagan
Stuart,Ishimaru,Deputy Assistant Attorney General,6,Clinton
Dena,Iverson,Press Secretary and Senior Advisor,4.5,Obama
Brad,Jackson,Trial Attorney,2,Reagan
Elliott ,Jacobson,Senior Litigation Counsel / SDNY,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Charles,Jaffee,Trial Attorney,6,"Carter, Ford, Nixon"
Sonia,Jaipaul,"Executive Assistant United States Attorney, EDPA",14,"Clinton, Bush I, Reagan"
Ilene,Jaroslaw,Senior Litigation Counsel,23,"Obama, Bush II, Clinton, Bush I"
Steven,Jawetz,Trial attorney,2.5,Reagan
June,Jeffries,Assistant United States Attorney,25.5,"Bush II, Clinton, Bush I, Reagan"
Cary,Jennings,"Trial Attorney, Tax Division",5,Reagan
Marcia,Jensen,Assistant United States Attorney,16,"Bush II, Clinton"
John,John,Drug Unit Chief,24,"Obama, Bush II, Clinton, Bush I"
Doug,Johns,Trial Lawyer,3,Reagan
Jeffrey,Johnson,"Special Attorney, Criminal Division, USD0J",18,"Bush I, Reagan, Carter, Ford, Nixon"
Mel,Johnson,Senior Litigation Counsel,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Susan,Johnston,Assistant United States Attorney,3.5,Reagan
Bradley,Jones,Trial Attorney,6,"Trump, Obama"
Sheila,Jones,Assistant Chief Environmental Enforcement Section,6,Reagan
Cassandra ,Jones Havard,Trial Attorney ,2,Reagan
Stephen,Jory,"United States Attorney, NDWV",11,"Reagan, Carter, Ford, Nixon"
John,Joseph,"Assistant United States Attorney Criminal Division, Deputy Chief Affirmative Litigation, EDPA",19,"Bush II, Clinton, Bush I, Reagan"
Mark,Josephs,Assistant Director,16,"Obama, Bush II, Clinton"
Bertha,Josephson,Assistant United States Attorney,3,Bush I
Kenneth ,Jost ,"Deputy Director, Consumer Protection Branch",37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
William,Joyce,Immigration Judge,30,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Paula ,Junghans,"Acting Assistant Attorney General, Tax Division ",2,Clinton
Peter,Kadzik,Assistant Attorney General Office of Legislative Affairs ,5,"Obama, Carter"
Lauren,Kahn,Staff Attorney,7,"Carter, Ford, Nixon"
James,Kainen,Assistant United States Attorney,4,Reagan
Mark,Kalmansohn,"Assistant Division Chief, Trial Training, United States Attorney's Office (Criminal Division), Central District of California",6,"Reagan, Carter"
Adam,Kamenstein,"Assistant United States Attorney, Deputy Chief Public Corruption",7,Bush II
Barbara,Kammerman,"Acting Director, Professional Responsibility Advisory Office",25,"Obama, Bush II, Clinton, Bush I, Reagan"
Eric,Kaplan,Senior Trial Attorney ,12,"Reagan, Carter, Ford, Nixon"
Eugene,Kaplan,"Senior Litigation Counsel and Deputy Chief, Criminal Division, U S Attorney’s Office, SDNY",10,"Reagan, Carter, Ford"
Donald,Kaplan,"Section Chief, Special Litigation Counsel",15,"Bush I, Reagan, Carter, Ford"
Michael,Karam,Senior Trial Attorney,28.5,"Bush II, Clinton, Bush I, Reagan, Carter"
Pamela,Karlan,Deputy Assistant Attorney General,2,Obama
Glenn,Katon,Trial Attorney,4.5,"Bush II, Clinton"
Peter,Katz,Assistant United States Attorney,9,"Obama, Bush II"
Janet,Katz,Trial Attorney,16,"Bush II, Clinton, Bush I, Reagan"
David,Katz,Assistant United States Attorney,29,"Bush II, Clinton, Bush I, Reagan"
Beverly,Katz,Trial Attorney,10,"Clinton, Bush I, Reagan"
David,Katz,Senior Trial Attorney,8,"Clinton, Bush I, Reagan"
Michael,Katz,"Assistant United States Attorney, D.DC",4,"Ford, Nixon"
Jenni,Katzman,Senior Counsel,3,Obama
Steven,Kazan,Assistant United States Attorney,2.3,Nixon
Kathleen,Kedian,"Chief, Counterintelligence and Export Control",13,"Obama, Bush II"
Gail,Kelleher,Trial Attorney,4,"Clinton, Bush I"
MaryBeth,Keller,Chief Immigration Judge,31,"Trump, Obama, Bush II, Clinton, Bush I"
Doug ,Kelley,Assistant United States Attorney,7,Carter
Leon,Kellner,United States Attorney for the Southern District of Florida,6,Reagan
J Michael,Kelly,Counselor and Chief of Staff to Attorney General Griffin Bell,2.5,Carter
John J.,Kelly,"United States Attorney, New Mexico",6,Clinton
Thomas,Kelly,Assistant United States Attorney,3,Reagan
Jeanne,Kempthorne,"Assistant United States Attorney, Chief, Public Corruption Unit, USAO, D. Mass (Boston)",11,"Bush II, Clinton"
Richard,Kendall,Assistant United States Attorney ,5,"Reagan, Carter"
Colleen,Kennedy,Senior Counsel of Mental Heath Litigation,38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Patricia,Kenney,Assistant United States Attorney,35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Robert,Kent,"Chief, Complex Fraud Section, USAO NDIL",17,"Bush II, Clinton, Bush I"
Jeffrey ,Kent,Assistant United States Attorney,22,"Obama, Bush II, Clinton, Bush I"
Lisa,Kern Griffin,Assistant United States Attorney,5,"Bush II, Clinton"
Christopher,Kerosky,Trial Counsel,2,Reagan
Javad,Khazaeli,Associate Legal Advisor,2,"Obama, Bush II"
Maureen,Killion,"Director, Office of Enforcement Operations, Criminal Division",29,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Nancy,Kilson,"Deputy Chief, Civil Division, USAO, SDNY",7,Reagan
Robert,Kimball,Assistant United States Attorney,22,"Obama, Bush II, Clinton"
Gregory J.,King,"Director, Special Projects, OPA ",4,Clinton
Carol,King,Immigration Judge,21,"Trump, Obama, Bush II, Clinton"
Katherine,King,Deputy Chief - Violent Crime WDPA,7,"Trump, Obama"
Seth,Kirschenbaum,Assistant United States Attorney,6,"Reagan, Carter"
Barbara,Kittay,Senior Litigation Counsel,20,"Bush II, Clinton, Bush I, Reagan"
Bonnie,Klapper,Assistant United States Attorney ,25,"Obama, Bush II, Clinton, Bush I, Reagan"
Donald,Klawiter,"Section Chief, Antitrust Division",10,"Reagan, Carter, Ford"
Andrew ,Kline,Special Litigation Counsel ,14,"Obama, Bush II, Clinton"
Regina,Kline ,Senior Counsel to the Assistant Attorney General for Civil Rights,5,Obama
Robert,Klonoff,Assistant to the Solicitor General; Assistant United States Attorney,5,Reagan
Laurie,Kloster Gray,Assistant United States Attorney,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Thomas,Knight,"Special Attorney, United States Department of Justice,, Organized Crime",6,"Bush I, Reagan"
Elizabeth ,Knupp,Supervisor  of Research Analysts. ,5,"Nixon, Johnson"
Harold Hongju ,Koh,"Attorney-Advisor, Office of Legal Counsel",4,Reagan
Christine,Kohl,Appellate Attorney,23,"Obama, Bush II, Clinton, Bush I"
Mark,Kokanovich,Deputy Appellate Chief,7,"Trump, Obama"
John,Kolar,Senior Trial Counsel,41,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Mark,Kolman,"Chief Criminal Division, USAO District of Maryland",5,"Reagan, Carter"
Donna,Kooperstein,"Chief, Transportation, Energy & Agriculture Section, Antitrust Division",31,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Cynthia,Kouril,Special Assistant United States Attorney,3,"Bush I, Reagan"
Sheldon,Krantz,Trial Attorney,3,"Johnson, Kennedy"
Miriam,Krinsky,"Chief, Criminal Appeals;  Chair, Solicitor General's Appellate Working Group",15,"Bush II, Clinton, Bush I, Reagan"
Mary Ellen,Kris,"Chief, Environmental Protection Unit, SDNY",10,"Bush I, Reagan, Carter"
Jean,Kujan,Deputy Assistant Commissioner ,19,"Obama, Bush II, Clinton, Reagan, Carter, Ford"
Amy,Kurland,Assistant United States Attorney,23,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Amy,Kurren,Deputy Associate Attorney General,6,Obama
Stephen,Kurzman,"Assistant United States Attorney, S.D.N.Y.",2,Kennedy
Robert,Kurzweil,Assistant United States Attorney-in-Charge,18,"Bush II, Reagan, Carter, Ford"
Nicole ,LaBarbera,"Deputy Chief of the Criminal Division, U.S. Attorney’s Office for the Southern District of New York ",11,"Bush II, Clinton"
James,Lackner,Appellate Chief,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Philip Allen,Lacovara,Formerly Deputy Solicitor General for Criminal Matters and Counsel to the Watergate Special Prosecutor,5,"Ford, Nixon, Johnson"
Teresa,LaHaie,"Director of Financial Management, OIG",18,"Obama, Bush II, Clinton"
Henry,LaHaie,"Assistant Director, Office of Consumer Litigation",32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Deborah,Landis,Associate Deputy Attorney General,20,"Bush II, Clinton, Bush I, Reagan"
Bruce,Landon,Trial Attorney,24,"Bush II, Clinton, Bush I, Reagan"
Brian,Landsberg,Section Chief ,22,"Clinton, Reagan, Carter, Ford, Nixon, Johnson"
Elizabeth,Langer,Trial Attorney,6,"Reagan, Carter, Ford"
Allan,Lapidus,Assistant United States Attorney ND of Illinois,4,Nixon
Elizabeth ,Larin,"Chief, Civil Division, U.S. Attorneys Office (EDMI)",30,"Obama, Bush II, Clinton, Bush I, Reagan"
Pamela,Larrabee,Special Assistant United States Attorney,5,"Bush I, Reagan"
Mark,Larsen,Assistant United States Attorney,13,"Bush II, Clinton, Bush I"
Karen,Lash,Deputy Director,6,Obama
Dina,Lassow ,Trial Attorney,10,"Reagan, Carter"
Bri ,Law,Legal administrative specialist,9,"Obama, Bush II"
Kerry,Lawrence,"Deputy Assistant United States Attorney in Charge, White Plains SDNY ",10,"Clinton, Bush I, Reagan"
Jeffrey ,Lawrence,Assistant United States Attorney,10,"Clinton, Bush I, Reagan"
Mary,Leary,"Interim United States Attorney for DC; Principal Assistant Attorney General, OJP",30,"Obama, Bush II, Clinton, Bush I, Reagan"
Jeffrica,Lee,Staff Attorney,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Deborah ,Leff,Pardon Attorney,7,"Obama, Carter"
Brian,Legghio,Assistant United States Attorney,7,"Bush I, Reagan"
Michael,Leibson,Senior Litigation Counsel,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
David,Leiwant,Assistant United States Attorney,4,Reagan
Charles,Lembcke,Assistant United States Attorney,5,"Ford, Nixon"
Richard,Leng,Assistant United States Attorney,5,"Carter, Ford"
Andrew,Levchuk,Senior Trial Attorney,24,"Bush II, Clinton, Bush I, Reagan"
Laurie,Levenson,"Chief of Training and Appeals, Central District of California ",8,"Reagan, Carter"
Marc,Levey,"Senior Trial Attorney, Special Attorney to the Attorney General",4,Carter
Joshua,Levin,"Senior Trial Attorney, ENRD ",27,"Trump, Obama, Bush II, Clinton, Bush I"
Ronald,Levine,"Chief, Criminal Division, U.S. Attorney’s Office (EDPa)",17,"Bush II, Clinton, Bush I, Reagan"
Annmarie,Levins,"Chief, Financial Crimes ",10,"Clinton, Bush I, Reagan"
David,Leviss,Trial Attorney,7,"Bush II, Clinton"
Michael,Levy,"Interim United States Attorney, Eastern District of Pennsylvania",32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Neil,Levy,Assistant United States Attorney for DC,4,"Carter, Ford"
Joshua,Levy,Assistant United States Attorney,7,"Bush II, Clinton"
Kevin,Lewis,"Principal Deputy Communications Director, Public Affairs",4,Obama
John,Libby,Assistant United States Attorney,5.5,"Clinton, Bush I"
Robert,Libman,Special Litigation Counsel,13,"Bush II, Clinton, Bush I"
Victoria,Liccione,Assistant United States Attorney,4,"Clinton, Bush I"
Andrea,Likwornik Weiss,"Deputy Chief, Criminal Division, USAO SDNY",12,"Bush II, Clinton, Bush I"
Gary,Lincenberg,Deputy Chief,6.5,"Clinton, Bush I, Reagan"
Lawrence,Lincoln,Executive & Supervisory Assistant US Attorney,27,"Obama, Bush II, Clinton, Bush I, Reagan"
Michael,Lindemann,"Chief, National Security Unit",42,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Ellyn Marcus,Lindsay,Senior Litigation Counsel,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Robert,Lindsay,"Chief  Criminal Appeals & Tax Enforcement Policy Section, Tax Division",35,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Jon,Lindsey,Assistant United States Attorney,6,"Reagan, Carter"
MIchael,LIpman,Assistant United States Attorney Chief of Fraud Unit,8,"Reagan, Carter, Ford"
Gregory,Lisa,"Trial Attorney, Organized Crime Section, Criminal Division",12,"Obama, Bush II, Clinton"
Susan,Liss,Deputy Assistant Attorney General,2.5,Clinton
Robert,Litan,Deputy Assistant Attorney General,2,Clinton
Robert,Litt,Principal Associate Deputy Attorney General,11,"Obama, Reagan, Carter"
Mary Shannon,Little,Assistant United States Attorney,4,Reagan
Edward,Little,"Deputy Chief, Criminal Division, United States Attorney’s Office, SDNY",8,Reagan
Matthew,Littleton,Trial Attorney,6,"Trump, Obama"
Sanford (“Sandy”),Litvack,Assistant Attorney General,4,"Bush II, Carter, Kennedy"
Rebecca,Lloyd ,Trial Attorney,8.5,"Clinton, Bush I, Reagan"
Guy,Lnoller,Trial Attorney,1,Nixon
R. Christopher ,Locke,Assistant United States Attorney,6,Reagan
Karen,Loeffler,United States Attorney District of Alaska,29,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Rebecca,Lonergan,"Deputy Chief Public Integrity Section, U.S.A.O. Central District of California",16,"Bush II, Clinton, Bush I"
Debra,Long-Doyle,Executive Assistant U.S. Attorney DC for Community Relations,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Christy ,Lopez ,Deputy Chief,11,"Obama, Clinton"
Sara,Lord,Assistant United States Attorney ,27,"Obama, Bush II, Clinton, Bush I, Reagan"
Thomas,Lorenzen,"Assistant Chief, Environmental Defense Section",16,"Obama, Bush II, Clinton"
Walter,Loughlin,"Chief Appellate Attorney, SDNY ",4,"Reagan, Carter"
Kenneth,Lowrie,Deputy Section Chief,38,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Mary,Lundberg,Supervisory Assistant United States Attorney,21,"Obama, Bush II, Clinton, Bush I"
John,Lundin,Assistant United States Attorney,2,Nixon
Richard Todd,Luoma,Trial Attorney,4,Reagan
Nancy,Luque,"Assistant United States Attorney, Deputy Chief, USAO, DC",10,"Bush I, Reagan, Carter"
Debora G,Luther,Assistant United States Attorney,23,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
James,Lynch,Director,2.5,Obama
James,Lyons,Assistant United States Attorney,3,Nixon
Brian,Maas,"Deputy Chief, Criminal Duvision, EDNY",6,Reagan
Jake,Maccoby,Chief Speechwriter and Strategic Communications Advisor to the Attorney General,3,Obama
David,Mackey,"First Assistant United States Attorney, D. Mass. ",7,Clinton
Michael,Magner,Supervisory Assistant United States Attorney,20,"Obama, Bush II, Clinton, Bush I"
Harold,Malkin,Supervisory Assistant United States Attorney ,20,"Obama, Clinton, Bush I, Reagan"
Janes,Malone,Senior Trial Attorney,7.5,"Reagan, Carter, Ford, Nixon"
Michael,Maltz,GS-15 Operations Analyst,3,Nixon
David,Mandel ,Assistant United States Attorney,6,"Clinton, Bush I"
Janene,Marasciullo,Trial Attorney,10,"Bush II, Clinton, Bush I, Reagan"
Eric,Marcy,Senior Litigation Counsel,27,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Robert,Marder,Assistant United States Attorney,5,"Johnson, Kennedy"
Vincent,Marella,"Assistant United States Attorney, Assistant Chief of Criminal Division, Central District of California ",5,Ford
Renato,Mariotti,Assistant United States Attorney,9,"Obama, Bush II"
Sheila,Markin,Assistant United States Attorney,4,Reagan
Kathy,Marks,Deputy Chief of Appeals,15,"Bush II, Clinton, Bush I"
Kent,Markus,Deputy Chief of Staff & Counselor to the Attorney General,4,Clinton
David,Marlin,Trial Attorney ,4,"Johnson, Kennedy"
Myron,Marlin,"Director, Office of Public Affairs",8,Clinton
John,Martin,Assistant United States Attorney,5,Bush II
Robert,Martin,Special Assistant United States Attorney,1,Reagan
Jennifer,Martin,"Senior Counsel, Criminal Division",5,"Bush II, Clinton"
Ralph Drury,Martin,Senior Trial Attorney,14,"Bush I, Reagan, Carter, Ford"
Stephen,Martin,Assistant United States Attorney DC,4,Clinton
Robert,Martinez,Assistant United States Attorney,6,Reagan
Nancy,Marvel,Trial Attorney ,3,"Reagan, Carter"
Alan,Marx,"Special Litigation Counsel to the Assistant Attorney General, Antitrust Division",17,"Reagan, Carter, Ford, Nixon"
Karol,Mason,Assistant Attorney General for the Office of Justice Programs,7,Obama
Christine,Mason,"Line Attorney, Appellate Section, Tax Division",7,"Obama, Bush II"
Grace,Mastalli,Deputy Assistant Attorney General,26,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Bill,Mathesius,Assistant United States Attorney,3.5,"Johnson, Kennedy"
John,Mathews ,Assistant United States Attorney ,5.5,"Trump, Obama"
Alice,Mattice,Senior Attorney,12,"Bush II, Clinton, Bush I, Reagan, Carter"
Howard,Matz,Assistant United States Attorney,4.5,"Carter, Ford, Nixon"
Jeremy,Matz,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
Gary,Maveal,Assistant United States Attorney,4,Reagan
James,Maxeiner,Trial Attorney (Honors Program),3,Carter
Harry,McCarthy,"Chief of Criminal Division, W.D. Wa 1994-1998",28,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
G Daniel,McCarthy,Assistant United States Attorney,2,Carter
Sharon,McCarthy,"Chief, Violent Crimes Unit SDNY",12,"Bush II, Clinton"
Mary,McCord,Acting Assistant Attorney General for National Security,23,"Trump, Obama, Bush II, Clinton"
Kathleen,McDermott,Assistant United States Attorney (D.Md.),8,"Clinton, Bush I"
